"Job.Title","Job.Location","Company","Estimate.Base.Salary","Low.Estimate","High.Estimate","Company.Size","Company.Type","Company.Sector","Company.Founded","Company.Industry","Company.Revenue","Company.Rating","Company.Friend.Reccomendation","Company.CEO.Approval","Companny.Number.of.Rater","Company.Career.Opportinities","Compensation.and.Benefits","Company.Culture.and.Values","Company.Senior.Management","Company.Work.Life.Balance","State","python_yn","r_yn","sql_yn","java_yn","javascript_yn","git_yn","excel_yn","tableau_yn","mathematic_yn","statistic_yn","latitude","longitude"
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Consultant","Brisbane","Deloitte",81505,73000,91000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Senior Consultant","Brisbane","Deloitte",95000,95000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Consultant","Brisbane","KJR",64807,50000,84000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.7,62,100,2,5,5,5,5,5,"Queensland",1,0,0,0,0,0,0,0,1,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Graduate Data Specialist","Brisbane","Arrow Energy",87301,75000,102000,"501 to 1000 Employees","Company - Private","Energy, Mining, Utilities",1943,"Energy & Utilities","$100 to $500 million (USD)",3,51,78,3,2.5,3.8,2.7,2.3,3.6,"Queensland",1,0,1,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Senior Consultant","Brisbane","Deloitte",95000,95000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Senior Consultant","Brisbane","Deloitte",95000,95000,95000,"10000+ Employees","Company - Private","Finance",1850,"Accounting & Tax","$10+ billion (USD)",4,82,87,10725,4.1,3.6,4,3.7,3.2,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Scientific Advisor","Brisbane","SLR Consulting",63108,56000,71000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1994,"Business Consulting","$25 to $50 million (USD)",3.7,74,81,35,3.7,3.4,4.1,3.5,3.8,"Queensland",0,0,0,0,0,0,0,0,0,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Data Engineer","Brisbane","RedEye",109202,90000,133000,"51 to 200 Employees","Company - Private","Information Technology",1997,"Information Technology Support Services","Unknown / Non-Applicable",4.5,86,100,9,4.1,4.2,4.5,4.1,4.3,"Queensland",1,0,1,0,0,0,1,0,1,0,-27.4705,153.026
"Software Engineer","Adelaide","MyBudget",85000,80000,90000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"South Australia",0,0,1,0,0,0,0,0,0,0,-34.9285,138.6007
"Technology Analyst I","Adelaide","Australian Government Department of Defence",112863,106000,120000,"10000+ Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$10+ billion (USD)",3.9,85,78,0,3.9,3.7,3.7,3.3,3.7,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Business Architect","Adelaide","CSIRO",128047,118000,138000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Business Architect","Adelaide","CSIRO",128047,118000,138000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Support Engineer","Adelaide","DTEX Systems",72088,62000,85000,"51 to 200 Employees","Company - Private","Information Technology",2002,"Enterprise Software & Network Solutions","$5 to $10 million (USD)",4.1,55,78,1,3.1,2.9,3.5,3.3,3,"South Australia",1,0,0,0,0,0,1,0,0,1,-34.9285,138.6007
"Data Analyst","Adelaide","KPMG",80237,56000,116000,"1001 to 5000 Employees","Company - Private","Management & Consulting",1943,"Business Consulting","$25 to $50 million (USD)",4.1,83,77,180,4.2,3.7,4.1,3.8,3.2,"South Australia",1,0,1,0,0,0,0,1,1,1,-34.9285,138.6007
"Devops Engineer","Adelaide","CSIRO",106500,102000,111000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"South Australia",1,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Engineer I","Adelaide","AWS Australia Pty Ltd",109991,84000,144000,"1001 to 5000 Employees","Company - Public","Information Technology",1994,"Internet & Web Services","$10+ billion (USD)",3.8,74,74,19407,3.9,3.9,3.7,3.5,3.4,"South Australia",0,0,0,0,1,0,0,0,0,0,-34.9285,138.6007
"Postdoctoral Research Fellow","Adelaide","CSIRO",93500,89000,98000,"5001 to 10000 Employees","Government","Government & Public Administration",1926,"National Services & Agencies","$500 million to $1 billion (USD)",3.8,68,58,145,3.4,3.4,3.5,3,4.1,"South Australia",0,0,0,0,0,0,0,0,0,1,-34.9285,138.6007
"Associate Research Assistant","Adelaide","University of South Australia",93165,93000,93000,"1001 to 5000 Employees","Contract","Education",1943,"Colleges & Universities","$500 million to $1 billion (USD)",4.3,98,87,38,3.8,4.1,4.1,3.9,4.2,"South Australia",0,0,0,0,0,0,0,0,1,0,-34.9285,138.6007
"Senior Advisor","Adelaide","Australian Trade and Investment Commission (Austrade)",104824,91000,119000,"201 to 500 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$25 to $50 million (USD)",3.2,60,100,2,2.6,3.3,3,2.9,3.5,"South Australia",0,0,0,0,0,0,0,0,0,1,-34.9285,138.6007
"Front End Engineer","Adelaide","Data Action",83666,70000,100000,"51 to 200 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3.7,73,78,0,3,3.2,3.4,3.3,3.6,"South Australia",0,0,0,0,1,0,0,0,0,0,-34.9285,138.6007
"Consultant","Adelaide","AECOM",105148,81000,136000,"10000+ Employees","Company - Public","Construction, Repair & Maintenance Services",1990,"Architectural & Engineering Services","$10+ billion (USD)",3.7,73,73,802,3.7,3.4,3.6,3.3,3.5,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Systems Engineer","Adelaide","Palo Alto Networks",165476,153000,179000,"10000+ Employees","Company - Public","Information Technology",2005,"Enterprise Software & Network Solutions","$2 to $5 billion (USD)",4.1,78,90,564,3.8,4.3,4,3.8,3.8,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Data Scientist","Adelaide","Australian Government Department of Defence",82842,70000,96000,"10000+ Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$10+ billion (USD)",3.9,85,78,0,3.9,3.7,3.7,3.3,3.7,"South Australia",1,0,0,1,0,0,0,0,0,0,-34.9285,138.6007
"Systems Administrator","Adelaide","Transaction Network Services",73726,64000,84000,"501 to 1000 Employees","Company - Private","Information Technology",1943,"Information Technology Support Services","$100 to $500 million (USD)",3.8,66,74,29,3.3,3.4,3.9,3.4,3.3,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Data Scientist","Adelaide","Capgemini",188296,176000,201000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4.1,87,72,16,4,3.4,4.2,3.8,4.1,"South Australia",1,1,0,0,0,0,0,1,1,0,-34.9285,138.6007
"Software Engineer","Adelaide","Splunk",131119,122000,142000,"5001 to 10000 Employees","Company - Public","Information Technology",2003,"Enterprise Software & Network Solutions","$2 to $5 billion (USD)",4.1,79,67,59,3.8,4.3,4.2,3.7,4.1,"South Australia",1,0,0,0,0,1,0,0,0,0,-34.9285,138.6007
"Research Fellow","Adelaide","The University of Adelaide",85378,73000,98000,"1001 to 5000 Employees","College / University","Education",1943,"Colleges & Universities","$500 million to $1 billion (USD)",3.7,68,48,42,3.5,3.7,3.5,2.9,3.5,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Software Engineer","Adelaide","Capgemini",87157,68000,111000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4,80,85,1321,4,3.4,4.2,3.8,4.1,"South Australia",1,0,0,1,0,0,0,0,0,0,-34.9285,138.6007
"Program Officer","Adelaide","SA Government -DEPARTMENT FOR ENVIRONMENT AND WATER",84399,84000,84000,"1001 to 5000 Employees","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",4.1,100,78,0,4,3.8,4.4,3.8,4.4,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Senior Lecturer","Adelaide","The University of Adelaide",121235,101000,142000,"1001 to 5000 Employees","College / University","Education",1943,"Colleges & Universities","$500 million to $1 billion (USD)",3.7,68,48,42,3.5,3.7,3.5,2.9,3.5,"South Australia",0,0,0,0,0,0,0,0,0,1,-34.9285,138.6007
"Lead Training Specialist","Adelaide","Accenture",141008,116000,172000,"10000+ Employees","Company - Public","Management & Consulting",1989,"Business Consulting","$10+ billion (USD)",3.9,76,85,245,4,3.4,3.8,3.4,3.2,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Support Engineer","Adelaide","Fivecast",66193,58000,76000,"51 to 200 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",5,100,78,0,5,4,5,5,5,"South Australia",0,0,1,1,1,0,0,0,0,0,-34.9285,138.6007
"Data Engineer","Adelaide","MaxMine",97468,76000,125000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",2,78,78,0,1,1,3,2,4,"South Australia",1,0,0,1,0,0,0,0,1,0,-34.9285,138.6007
"Software Engineer","Adelaide","Consilium Technology",86255,62000,120000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4.1,81,100,1,3.3,3.4,3.9,4.2,4.5,"South Australia",0,0,0,1,0,0,0,0,0,0,-34.9285,138.6007
"Business Analyst","Adelaide","Capgemini",80753,69000,95000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4.1,87,72,16,4,3.4,4.2,3.8,4.1,"South Australia",0,0,1,0,0,0,0,0,0,0,-34.9285,138.6007
"Associate Leader","Adelaide","PwC",65630,52000,83000,"1001 to 5000 Employees","Company - Private","Finance",1998,"Accounting & Tax","$100 to $500 million (USD)",3.9,80,83,4250,4.1,3.4,3.9,3.6,3,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Management Consultant Manager","Adelaide","Capgemini",129211,123000,135000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4,80,85,1321,4,3.4,4.2,3.8,4.1,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Software Engineer","Adelaide","Fivecast",86255,62000,120000,"51 to 200 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",5,100,78,0,5,4,5,5,5,"South Australia",0,0,0,1,1,0,0,0,0,0,-34.9285,138.6007
"Technology Specialist","Adelaide","Accenture",62925,55000,72000,"10000+ Employees","Company - Public","Management & Consulting",1989,"Business Consulting","$10+ billion (USD)",3.9,76,85,245,4,3.4,3.8,3.4,3.2,"South Australia",0,0,0,0,0,0,0,1,0,0,-34.9285,138.6007
"Senior Manager Management Consultant","Adelaide","Capgemini Australia",129211,123000,135000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4.1,87,72,16,4,3.4,4.2,3.8,4.1,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Data Engineer","Adelaide","Capgemini Australia",92057,85000,100000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4.1,87,72,16,4,3.4,4.2,3.8,4.1,"South Australia",1,0,1,1,0,0,0,0,0,0,-34.9285,138.6007
"Machine Learning Engineer","Adelaide","Amazon Support Services PtyLtd",138636,124000,155000,"1001 to 5000 Employees","Company - Public","Information Technology",1994,"Internet & Web Services","$10+ billion (USD)",3.8,74,74,19407,3.9,3.9,3.7,3.5,3.4,"South Australia",1,0,0,0,0,0,0,0,0,1,-34.9285,138.6007
"Technical Consultant","Adelaide","DXC Technology",73145,54000,98000,"5001 to 10000 Employees","Company - Public","Information Technology",2017,"Information Technology Support Services","$1 to $2 billion (USD)",3.6,69,81,5469,3.4,3.1,3.6,3.3,3.8,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Lab Technician","Adelaide","PERSOLKELLY",73909,60000,92000,"1001 to 5000 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",3.7,70,78,0,3.5,3.4,3.7,3.4,3.4,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Program Officer","Adelaide","SA Government -SACE BOARD OF SOUTH AUSTRALIA",96896,94000,100000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"South Australia",0,0,1,0,0,0,0,0,0,0,-34.9285,138.6007
"Data Scientist","Adelaide","Naval Group",102250,85000,123000,"5001 to 10000 Employees","Company - Private","Aerospace & Defence",1631,"Aerospace & Defence","$2 to $5 billion (USD)",3.9,90,55,36,3.4,3.9,3.7,3.2,4,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Operations Support Specialist","Adelaide","The University of Adelaide",78446,74000,83000,"1001 to 5000 Employees","College / University","Education",1943,"Colleges & Universities","$500 million to $1 billion (USD)",3.7,68,48,42,3.5,3.7,3.5,2.9,3.5,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Associate Applications Engineer","Adelaide","PwC",83153,80000,86000,"1001 to 5000 Employees","Company - Private","Finance",1998,"Accounting & Tax","$100 to $500 million (USD)",3.9,80,82,3999,4.1,3.4,3.9,3.6,3,"South Australia",0,0,0,1,1,1,0,0,0,0,-34.9285,138.6007
"Associate Consultant","Adelaide","Capgemini Australia",66000,66000,66000,"1001 to 5000 Employees","Company - Public","Information Technology",1967,"Enterprise Software & Network Solutions","$10+ billion (USD)",4.1,87,72,16,4,3.4,4.2,3.8,4.1,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Data Engineer","Sydney","Avanade",139932,126000,156000,"10000+ Employees","Company - Private","Information Technology",2000,"Information Technology Support Services","$2 to $5 billion (USD)",4.3,89,91,896,4.3,4,4.5,4.1,4.1,"South Australia",1,0,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Enterprise Architect","Adelaide","Accenture",133393,114000,156000,"10000+ Employees","Company - Public","Management & Consulting",1989,"Business Consulting","$10+ billion (USD)",3.6,67,66,1279,4,3.4,3.8,3.4,3.2,"South Australia",0,0,0,0,0,0,0,0,1,0,-34.9285,138.6007
"Data Engineer","Adelaide","PwC",73849,55000,100000,"1001 to 5000 Employees","Company - Private","Finance",1998,"Accounting & Tax","$100 to $500 million (USD)",3.9,80,82,3999,4.1,3.4,3.9,3.6,3,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Advisor","Adelaide","Fivecast",82748,64000,108000,"51 to 200 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",5,100,78,0,5,4,5,5,5,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Geophysicist","Adelaide","Fleet Space Technologies",125678,108000,146000,"51 to 200 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,4,5,2,3,"South Australia",1,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"WASTE LEVY AND DATA ADVISER","Adelaide","SA Government -ENVIRONMENT PROTECTION AUTHORITY",86644,82000,91000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Education Manager","Adelaide","The University of Adelaide",123040,119000,127000,"1001 to 5000 Employees","College / University","Education",1943,"Colleges & Universities","$500 million to $1 billion (USD)",3.7,68,48,42,3.5,3.7,3.5,2.9,3.5,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Lead Data Specialist","Adelaide","Accenture",130881,107000,161000,"10000+ Employees","Company - Public","Management & Consulting",1989,"Business Consulting","$10+ billion (USD)",3.9,76,85,245,4,3.4,3.8,3.4,3.2,"South Australia",0,0,1,1,0,1,0,0,0,0,-34.9285,138.6007
"Lead Petroleum Engineer","Adelaide","Accenture",107416,82000,141000,"10000+ Employees","Company - Public","Management & Consulting",1989,"Business Consulting","$10+ billion (USD)",3.9,76,85,245,4,3.4,3.8,3.4,3.2,"South Australia",1,1,1,0,0,0,0,0,0,0,-34.9285,138.6007
"Engineer","Adelaide","DXC Technology",84705,57000,125000,"5001 to 10000 Employees","Company - Public","Information Technology",2017,"Information Technology Support Services","$1 to $2 billion (USD)",3.6,69,81,5469,3.4,3.1,3.6,3.3,3.8,"South Australia",0,0,1,0,0,0,0,0,0,0,-34.9285,138.6007
"Research Assistant","Adelaide","University of South Australia",74385,74000,74000,"1001 to 5000 Employees","Contract","Education",1943,"Colleges & Universities","$500 million to $1 billion (USD)",4.3,98,87,38,3.8,4.1,4.1,3.9,4.2,"South Australia",0,1,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Operations Administrator","Adelaide","Talent International",101790,84000,120000,"201 to 500 Employees","Company - Private","Human Resources & Staffing",1995,"Staffing, Recruitment & Subcontracting","$500 million to $1 billion (USD)",4.4,89,88,16,4.1,4.1,4.3,4.1,4.2,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Senior Materials Scientist","Adelaide","Amazon Support Services PtyLtd",150644,123000,185000,"1001 to 5000 Employees","Company - Public","Information Technology",1994,"Internet & Web Services","$10+ billion (USD)",3.8,74,74,19407,3.9,3.9,3.7,3.5,3.4,"South Australia",1,0,0,1,0,0,0,0,0,0,-34.9285,138.6007
"Network Specialist","Adelaide","Talent International",101790,84000,120000,"201 to 500 Employees","Company - Private","Human Resources & Staffing",1995,"Staffing, Recruitment & Subcontracting","$500 million to $1 billion (USD)",4.4,89,88,16,4.1,4.1,4.3,4.1,4.2,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Associate Data Engineer","Adelaide","PwC",73849,55000,100000,"1001 to 5000 Employees","Company - Private","Finance",1998,"Accounting & Tax","$100 to $500 million (USD)",3.9,80,82,3999,4.1,3.4,3.9,3.6,3,"South Australia",0,0,0,0,0,0,0,0,0,0,-34.9285,138.6007
"Machine Learning Engineer","Adelaide","Amazon Support Services PtyLtd",138636,124000,155000,"1001 to 5000 Employees","Company - Public","Information Technology",1994,"Internet & Web Services","$10+ billion (USD)",3.8,74,74,19407,3.9,3.9,3.7,3.5,3.4,"South Australia",0,0,0,1,0,0,0,0,1,1,-34.9285,138.6007
